track_id,track_name,track_popularity,track_album_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
35E2eKIEXXnP5q9L51iOAk,The Killing Moon,58,3V4j1tMdQqpq8nwW02UOiW,rock,permanent wave,0.568,0.829,7,-7.066,1,0.0303,0.218,0.00418,0.0976,0.79,124.201,348293
6wVViUl2xSRoDK2T7dMZbR,Bizarre Love Triangle,67,0PSWY4XyjTWppfBb0tBtqu,rock,permanent wave,0.613,0.885,10,-7.463,1,0.052,0.0804,0.746,0.0997,0.919,118.506,263213
4QlzkaRHtU8gAdwqjWmO8n,Friday I'm In Love,75,0aEL0zQ4XLuxQP0j7sLlS1,rock,permanent wave,0.526,0.763,0,-12.663,0,0.0341,0.00126,6.75E-05,0.359,0.514,136.205,215160
31AOj9sFz2gM0O3hMARRBx,Losing My Religion,81,6yEuIwTQpciH1qtj7mP5GK,rock,permanent wave,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2E-06,0.0987,0.803,125.639,268427
3kxT1j8Q7BgRuuz85NZwav,The Tears Of A Clown,34,08zjJfP4f6cXGxscvztbvh,rock,permanent wave,0.616,0.826,2,-8.965,1,0.048,0.0533,0.101,0.0272,0.964,167.751,159480
6G8fblD9DbcEmaKOKDy3XL,Angel,49,4Z0SuRbaHi6Xiy0FbVvk8V,rock,permanent wave,0.399,0.0861,1,-14.679,1,0.037,0.948,1.39E-05,0.104,0.129,117.451,266026
7Hj5QvOZvdZKtlBuq8nTXE,Universal Heart-Beat,28,2nZ7s7lTPwZ4ZqhqN9GfPI,rock,permanent wave,0.534,0.814,2,-7.978,1,0.0717,0.0359,0.00539,0.721,0.686,127.967,205907
5JSMty4xsozv560lo6UxhM,Is This Love - 2007 Remastered Version,14,5YAaEVUeMvXjI9J0ExHPmw,rock,permanent wave,0.288,0.866,0,-4.618,1,0.0488,0.107,0,0.808,0.512,180.635,275760
3MCuDi4gQrf7Xms8lTpTAx,Don't Go Away,60,5WsCU95SaumguegxnC87TV,rock,permanent wave,0.426,0.838,0,-4.38,1,0.0362,0.0532,3.02E-06,0.0829,0.182,81.089,288600
7sYMg9phXqdP8L9nPjFZIu,Cargo Cult,9,3lv5AxsOmqps52pjbSXjaQ,rock,permanent wave,0.297,0.709,2,-7.417,1,0.0602,0.00239,0.297,0.149,0.28,151.805,410718
5lN1EH25gdiqT1SFALMAq1,Gold on the Ceiling,69,5DLhV9yOvZ7IxVmljMXtNm,rock,permanent wave,0.505,0.833,0,-4.632,1,0.0475,0.00772,7.9E-05,0.069,0.565,130.121,224333
4GssB27iJeqmfGxS94Tfij,Popular Monster,75,4gxFqhVYU4wp1XDH1KiIo4,rock,hard rock,0.461,0.897,3,-3.982,0,0.092,0.00821,0,0.0965,0.358,165.107,220537
5t1sJQEcAltWjCfGL50aQT,Grave,53,2tStEaMvl7vkfgAEwysgYP,rock,hard rock,0.491,0.981,7,-3.673,0,0.131,0.0116,9.71E-04,0.144,0.366,138.015,194787
1QJ30tpfFRvNuEHbUzudoG,Inside Out (Radio Edit),57,7tc4x2RQywmld2AlPefMVc,rock,hard rock,0.342,0.988,4,-3.339,0,0.163,0.00357,0,0.274,0.228,82.857,253965
3KiquXmZBWCD2qPgr4o7t3,Talking Myself In Circles,26,2Smo3ujdq8FEAFLeXsjT4r,rock,hard rock,0.559,0.926,10,-2.675,1,0.0468,6.63E-05,5.83E-05,0.106,0.72,100.997,221904
0g9NUt0uI1HSWgkLynXRbP,Victory,51,0CCifzFS5hhc0DS5kZKcPr,rock,hard rock,0.49,0.973,2,-3.843,1,0.324,0.00732,4.95E-05,0.752,0.389,145.067,206905
6PcRGZGpM4a3wcaK59fPsZ,Paranoid,2,7BReO1xKzOd4fbL7UMbmEQ,rock,hard rock,0.558,0.793,1,-6.861,0,0.0374,6.41E-04,2.93E-05,0.731,0.457,75.999,144547
0FkcmHJOsWE80rlpzfT0Pq,God's Gonna Cut You Down,67,1aGCsyMzwIyDgkfUwSwFcf,rock,hard rock,0.504,0.754,8,-5.182,1,0.0424,0.139,0,0.126,0.583,82.009,160538
77CCfbJgFZvKYpL2GY6XN9,Can You Hear Me,19,2pV3LWeXJ6cMqNKvkzAXKf,rock,hard rock,0.567,0.925,2,-4.131,1,0.0446,3.16E-04,0.0235,0.186,0.457,120.057,172867
5EKUb1FKsyYVaSXb41YBIj,ONE,35,0gGic19XvEiHKKWBV7M4YM,rock,hard rock,0.398,0.966,4,-2.352,0,0.0453,5.74E-06,0,0.303,0.52,90.016,208196
1aML2CdNXjkJJvIhzqN6Ka,History of Violence,60,3Pe76n9u3N2DlLHgiEA13G,rock,hard rock,0.587,0.821,9,-5.041,0,0.0413,0.0536,0,0.0932,0.616,81.985,234567
61oG7DvhBOvdXBALpVY9VG,W W Y D F,11,6SCi1d5fWBXhtjK9jQRMk9,rock,hard rock,0.359,0.889,2,-4.238,0,0.0517,3.55E-04,0.00324,0.0577,0.469,94.059,180000
5YVtM6pBdjRhPCr9iH2tMC,Renegade,44,31QNClG7HObkBtqtF5Kvfz,rock,hard rock,0.435,0.82,2,-4.694,1,0.0453,2.17E-04,1.71E-05,0.0884,0.146,152.051,228947
4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',80,43wpzak9OmQfrjyksuGwp0,rock,hard rock,0.5,0.748,4,-9.072,1,0.0363,0.127,0,0.447,0.514,118.852,250987
2DMqiPZ8uLE2AtwHLInHOI,Silverskin,8,3DXfe2cEsCdAjORfXw0NDK,latin,tropical,0.749,0.52,10,-8.604,1,0.0456,0.224,5.03E-04,0.0982,0.759,96.023,151219
510UgVCpnUaQ5ACHW2J8gu,Recognise,60,03qoJ4Ioczrn4dBFrKRHxU,latin,tropical,0.717,0.741,10,-6.645,0,0.053,0.155,0,0.133,0.188,105.997,186062
7oxHEN7q9V67XUReaq0txr,Handful Of Gold - Hounded Remix,50,2lcQOnaDZFj0ZSH386B3R8,latin,tropical,0.735,0.585,1,-9.673,1,0.0475,0.12,7.65E-05,0.073,0.13,120.008,250000
3876zu2BcDL39vLkkJGKLZ,Messiah,44,7jIoj0HfLJpyzq5aDN1gPh,latin,tropical,0.61,0.748,10,-6.856,0,0.0475,0.0736,0,0.112,0.624,100.007,184200
4w3InOZmItJiSlhnkr3lv6,Never Alone,67,3MdfIe4hKDL59tOpVwC7DW,latin,tropical,0.675,0.827,8,-4.793,0,0.038,0.0559,2.46E-06,0.126,0.446,125.988,176594
12f3UbBnYHrZ7vbRXfyDA9,Better Off Alone,56,0jgtY27DegnKHYZKR2ZP85,latin,tropical,0.721,0.508,1,-9.208,0,0.0809,0.0571,0.0116,0.109,0.181,111.955,173500
52DNTZvyZREUZC6dEjq3J6,All or Nothing - Sultan + Shepard Remix,28,5hYQG9MTBpC3SRpTpJoC36,latin,tropical,0.733,0.864,7,-2.003,1,0.0385,0.382,0.117,0.266,0.387,125.895,215357
7iymoplUkeIAat6dSn6wrR,I'll Be Back,11,3DXfe2cEsCdAjORfXw0NDK,latin,tropical,0.719,0.598,9,-7.327,1,0.0326,0.283,4.42E-06,0.133,0.503,120.085,157810
2dy3TKVDEbIeWxeIb8JWqZ,La Mejor Versión de Mi - Remix,80,0OChMQnL4dpFZQH93uPb1d,latin,tropical,0.735,0.712,11,-5.119,0,0.0326,0.732,0,0.302,0.894,131.938,229333
7nDIflSHQXzaa8zupxwv3U,Yo No Sé Mañana,74,63irJwZoWLRUc1lBKtuxmQ,latin,tropical,0.653,0.827,4,-3.206,0,0.042,0.649,0,0.18,0.733,95.223,259853
20rgOJWz8xHUn75OtCYsde,Añoranza,39,6mJu7gLuQ4nHVNrwc0Zgkx,latin,tropical,0.745,0.538,4,-8.922,0,0.136,0.385,0,0.0796,0.927,145.662,291533
1WbXIpiGBJkCiv3hn40iPB,Sobredosis (feat. Ozuna),72,6bm9EpUNvQ9xMglBJGRmgS,latin,tropical,0.759,0.639,4,-8.085,0,0.0511,0.207,0,0.23,0.682,128.01,198332
5pCmR2xzpvlNXKvYTmiJ6S,Cariñito,2,5A4QVw5WA5lxKZ38hwxHly,latin,tropical,0.771,0.638,0,-6.346,1,0.0378,0.129,0.0579,0.236,0.653,98,219733
3UI9I3e1g1y5T3SMfdgfGO,Colgando en tus manos (con Marta Sánchez),74,1cz8fhax6HNiCSE1uuV2Vs,latin,latin pop,0.836,0.637,6,-4.803,1,0.0367,0.535,0,0.129,0.875,120.025,230280
1npDfdIgKSiOwtDJJqgeBw,El Sol No Regresa,8,3akKzcllmwsg5jq6TK4P1d,latin,latin pop,0.615,0.88,3,-4.057,1,0.0352,0.0399,0,0.373,0.697,127.878,228960
2xuke1OBFKsOJbsionFKUk,No Podrás,58,2rbcVsVBBzCi3gVdVj9Tji,latin,latin pop,0.663,0.882,10,-4.627,1,0.0284,0.0182,1.57E-04,0.423,0.789,117.717,245573
4XTMj7kd8DHLl0r7ghmEAr,Caraluna,69,5WGN7m5BK95GiuafTCL3JQ,latin,latin pop,0.76,0.773,9,-5.314,1,0.0675,0.176,0,0.1,0.895,102.789,266160
6OpHDI8lRiqHLqmUIYUxVr,Te Mando Flores,23,7GZadm08rfMiYXhRHlv993,latin,latin pop,0.696,0.848,0,-7.839,1,0.0602,0.214,0,0.0987,0.898,102.038,227736
0loDvz6U86bm7sAemXpyxu,Lo Mejor de Mi Vida Eres Tú (feat. Natalia Jiménez),32,2taKrW2w2lghYcLp42ThQB,latin,latin pop,0.72,0.803,3,-4.237,1,0.0368,0.555,0,0.0787,0.805,128.844,218547
7BuSE9uTIw931wtZYzvZcQ,Runaway,80,0PijZTpKNGUvL12y7w4tZF,latin,latin pop,0.756,0.851,2,-3.33,1,0.0674,0.0336,0,0.126,0.934,75.014,200693
2qG5sZ7Si6sdK74qLxedYM,Con Altura,87,4bxHLppgdmaYJk0yfdcP0l,latin,latin pop,0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627
7sQKy5vlPQllr0k9IjYJv3,Sigues Con El,90,1y0pdsLO6cixGzAv7Sf8rf,latin,latin pop,0.883,0.668,9,-2.957,1,0.113,0.11,5.29E-04,0.0734,0.676,87.972,226533
7gAyu0od48mkaCw1laPKVC,Naagin,65,1qvwPj7hWoVYJ0S5z5mbag,latin,latin pop,0.807,0.5,9,-10.361,1,0.0581,0.0335,8.73E-06,0.0967,0.243,97.09,157000
3wjl3uPGckJUAeI5cRG0bZ,Caliente,59,0POVd6EQEG02xIL01jsF0Y,latin,latin pop,0.746,0.647,8,-6.082,1,0.0827,0.59,2.24E-04,0.136,0.222,96.964,222004
4eycOo0qKubeGx3g29dcHZ,Gimme GImme,21,7nh1r0aHtiyb0mMPJ2GovI,latin,latin pop,0.705,0.858,7,-3.374,1,0.0627,0.112,0,0.298,0.536,106.019,230943
4SkEHPGX8KXDrRT5BMdP9r,WaoW,16,0pvYSo9AcUkTOI2jo4jYOE,latin,latin pop,0.865,0.788,10,-5.478,0,0.0615,0.402,3.81E-05,0.0641,0.797,112.009,181185
39XhLzD0z9D5o0Ir9qQoN1,Manuela,57,4U7S6uqJxZcywLINu03Trl,latin,latin pop,0.731,0.621,7,-4.959,1,0.436,0.348,0,0.0773,0.751,174.007,203632
4VgYtXCVJ7IbWAZ5ryfvEQ,Muévelo,82,6sTdi5hrN3uFhARaqbikjG,latin,reggaeton,0.595,0.807,7,-2.409,1,0.0489,0.416,1.41E-05,0.565,0.919,188.081,194892
5stPVcRqb4qixbafP9e8lt,Hola - Remix,91,65Pp2tO1Ul66KcCmmkRGWZ,latin,reggaeton,0.654,0.672,0,-5.98,0,0.311,0.471,0,0.0781,0.343,181.857,249520
7k4t7uLgtOxPwTpFmtJNTY,Tusa,98,7mKevNHhVnZER3BLgI8O4F,latin,reggaeton,0.803,0.715,2,-3.28,1,0.298,0.295,1.34E-04,0.0574,0.574,101.085,200960
5Xhqh4lwJPtMUTsdBztN1a,Me Gusta,79,4IcQ1ni07PmlOenqwf6MgG,latin,reggaeton,0.775,0.696,1,-5.184,0,0.0681,0.0559,0.00184,0.157,0.775,92.007,190570
7JabxjX6a5GvDDw6zRFscj,Whine Up,46,71mNEWYV4Qvnj4quA26eM2,latin,reggaeton,0.817,0.665,9,-6.224,0,0.0758,0.0549,0,0.103,0.662,104.957,215460
7rFxvKtiIeCfjmn1uKxmI9,Fantasía,60,775eFQvNa0qKHpZa4W0eL2,latin,reggaeton,0.692,0.727,2,-5.586,1,0.094,0.208,1.38E-04,0.0995,0.786,180.079,175187
4AjWbAwRpxk2worpjNH5CS,Quizás,52,7433PD4HwKHe3Re0B4KGUB,latin,reggaeton,0.727,0.815,3,-2.454,1,0.153,0.0258,0,0.231,0.677,176.075,216067
7nhbNqmt5VVvVdgOtVqzZB,Te Olvidé,30,0KFVaX4zXCSATk42iYP4gg,latin,reggaeton,0.8,0.518,6,-8.777,0,0.472,0.158,1.31E-05,0.11,0.597,183.999,182617
4JOcMuy5myeEaNCKlu5j19,Perdóname,1,1QT53Qn2B1mQFF7CfNONXw,latin,reggaeton,0.679,0.818,9,-5.67,0,0.0315,0.244,0,0.158,0.392,95.013,243027
4lZTzhpL4y1ywLjdUfCDCL,Rescate,28,3fnhuXkUwQm6Zpk7lDTQKJ,latin,reggaeton,0.659,0.88,2,-4.254,1,0.0595,0.0383,0.176,0.102,0.652,179.985,252107
1ZPWWSwCkxKfqdp4H0RFCo,ROXANNE,71,1BAHbTOKeZ1w0DeFSVi5Tn,latin,latin hip hop,0.621,0.601,6,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735,163636
0nbXyq5TXYPCO7pr3N8S4I,The Box,98,52u4anZbHd6UInnmHRFzba,latin,latin hip hop,0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,196653
3Dv1eDb0MEgF93GpLXlucZ,Say So,88,1MmVkhiwTH0BkNOU3nw5d3,latin,latin hip hop,0.787,0.673,11,-4.577,0,0.158,0.256,3.57E-06,0.0904,0.786,110.962,237893
070hrICPvpyzXkbqkRC7Ao,RITMO (Bad Boys For Life) (Remix) *,35,1WbcLdDqpfZza3TlvzFJJj,latin,latin hip hop,0.794,0.798,10,-4.791,0,0.0602,0.0651,9.18E-05,0.233,0.629,105.069,228571
4cOVTA2GfYTHw99AJDQpHo,The Worst In Me,67,5FQ4sOGqRWUA5wO20AwPcO,latin,latin hip hop,0.784,0.645,10,-7.325,0,0.402,0.00936,1.32E-04,0.117,0.59,109.978,226720
5a7zThH0zptON85G6c50R1,Ese Amor (feat. Jimmy Dub),0,6g8W2oTiiqrVRf6Mf6vIcJ,latin,latin hip hop,0.748,0.801,6,-4.425,0,0.0526,0.325,0,0.138,0.907,99.992,202800
5J1c3M4EldCfNxXwrwt8mT,Traicionera,8,1TnP5HDR6fxVZBIGZq6DgO,latin,latin hip hop,0.776,0.669,11,-4.933,1,0.0638,0.142,0,0.219,0.661,91.012,228467
1WniHvhq9zTkny0WvGXX8o,Chantaje,15,3EwBqZP15qaDl3B6DuWXZ7,latin,latin hip hop,0.859,0.756,8,-3.36,0,0.0643,0.168,4.65E-05,0.163,0.91,102.033,195613
5YTMV11r6H8eeKuHghbBql,Te Quiero Pa´Mi,51,4adG4mIK7dgdrBfFyvwfyD,latin,latin hip hop,0.765,0.816,1,-3.99,1,0.0595,0.124,8.06E-05,0.197,0.624,89.005,212027
06nmhf5qFcn3qTB0anQkpJ,Safari,44,2G24iquUtWrS3H36y5T1HO,latin,latin hip hop,0.689,0.675,0,-4.281,1,0.32,0.531,3.17E-06,0.115,0.604,180.065,205600
7jowCMiXsGLxJp9LTw6ole,Báilame,58,2xLDTLkGQlZKh1wS1BUo4A,latin,latin hip hop,0.809,0.876,6,-4.802,1,0.155,0.154,0.00527,0.0525,0.528,95.984,207200
2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",91,4ow6xJwn49gpWz7iHpOzWY,latin,latin hip hop,0.654,0.63,10,-4.644,1,0.0259,0.153,0,0.111,0.43,89.991,167693
4QPEwDdOMhY7rNS05mTyMR,Own It (feat. Ed Sheeran & Burna Boy),88,3y4AaloFccKNLQcZNS9L8c,latin,latin hip hop,0.817,0.781,7,-4.178,0,0.112,0.00838,5.21E-06,0.123,0.359,104,216707
5yY9lUy8nbvjM1Uyo1Uqoc,Life Is Good (feat. Drake),93,5uCEoLCj3ZZZ1EtzQdQWVl,r&b,urban contemporary,0.676,0.609,2,-5.831,0,0.481,0.0706,0,0.152,0.508,142.037,237735
6lruHh1jF7ezgbLv72xYmf,FML,82,0tzusAckn6CYqaCBRJHiAh,r&b,urban contemporary,0.822,0.575,5,-5.95,1,0.0934,0.113,0,0.106,0.616,100.087,223000
6MO2bfLHKykUgCChFdw91H,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown)",61,7LMJKPGcBZjZf6AEnTBS2t,r&b,urban contemporary,0.815,0.513,1,-8.363,1,0.244,0.0145,1.02E-04,0.14,0.17,96.982,296011
54yCP5dfn4uvU5h37aE8f4,Out Of Your Mind (feat. Swae Lee & Chris Brown),75,1jJdkoOAj3Uk6Tbv3S4fsa,r&b,urban contemporary,0.718,0.882,4,-4.677,0,0.0521,0.0229,0.0286,0.102,0.611,95.005,194171
2BWXfyYzeLcK0pbvPp9Itw,Richer Than Ever,40,4qxqWGRnfYcsP4kzF94Ceq,r&b,urban contemporary,0.715,0.537,9,-9.414,1,0.279,0.00235,0,0.358,0.287,142.952,185443
68poZGRClFTzLdeRz9X0M2,Panini,13,3ubteGlws5KJiIDSn45zz8,r&b,urban contemporary,0.703,0.594,5,-6.146,0,0.0752,0.342,0,0.123,0.475,153.848,114893
4gRkhkJHnmtR3eVEPQtpEw,Like A Pro,57,3Pa7JytWVcEf3Unec8qku8,r&b,urban contemporary,0.864,0.483,8,-5.147,1,0.363,0.00518,0,0.0755,0.428,164.916,177008
4RexiJIjheGmtIoRQDAINh,Times (feat. Robn),32,217WXQt5zFUYLOu6KlIfHZ,r&b,urban contemporary,0.716,0.637,7,-5.322,1,0.119,0.112,0,0.147,0.295,129.8,228013
4i53smHJgzRgTEI9F2mZ93,Real Games,1,6nU5JgIYXFsJz4WxfDYO36,r&b,urban contemporary,0.678,0.368,1,-7.842,1,0.196,0.453,8.99E-05,0.0716,0.551,70.958,331280
5ym4GENsMc7VbZVYyulq84,Roll Some Mo,28,0Rw4RjlaK8M1D3LgmRY0iD,r&b,urban contemporary,0.405,0.508,11,-9.028,1,0.0596,0.258,0.0479,0.142,0.371,74.701,292885
6Hgh47WXVKtXN5zGOu0hjI,OTW,78,0c4JocKlxYfBjZep8TJkcI,r&b,urban contemporary,0.652,0.678,2,-6.183,1,0.0541,0.183,3.26E-05,0.106,0.28,72.989,263014
4nsjsaov1d0LvyOVPCaXRf,Corda Bamba,53,2ubtGX0eu9F0UVLMx7sNE5,r&b,hip pop,0.562,0.523,4,-6.709,0,0.0383,0.361,8.74E-06,0.207,0.527,83.939,191479
0NRP5OIrTcgGvttJlSLO0n,Até o céu,74,713q68xdmP3jOgkAdY0gd4,r&b,hip pop,0.628,0.874,1,-1.818,0,0.0613,0.391,0,0.337,0.691,81.967,166829
3Vm5NxQWmQ5ozZpIJHjFaH,Pra Te Convencer,60,4iKDTY4YzOLLhUqzDN7Lep,r&b,hip pop,0.789,0.715,9,-3.804,0,0.339,0.279,0,0.0938,0.907,91.803,222378
4lPvpx8AgI31GsZP9HjkGI,Certo pra Você,32,5P4NC7RHetv1NH9OrHcQDv,r&b,hip pop,0.783,0.608,4,-6.913,0,0.0354,0.166,0,0.107,0.64,117.988,211541
2PbrjBe3QUMYqYVp118CEa,Evitar,47,1uPjXRRX2nOnbMkK0nPJhq,r&b,hip pop,0.674,0.575,11,-7.716,0,0.0388,0.413,0,0.0886,0.669,119.992,176000
0sf12qNH5qcw8qpgymFOqD,Blinding Lights,98,2ZfHkwHuoAZrlz7RMj0PDz,r&b,hip pop,0.513,0.796,1,-4.075,1,0.0629,0.00147,2.09E-04,0.0938,0.345,171.017,201573
4dZTZbmJBCCofAExHwefda,Lottery (Renegade),79,6Z8fenVdNwyQZ9iBFkNyKZ,r&b,hip pop,0.915,0.556,1,-8.601,1,0.216,0.0145,1.79E-04,0.0733,0.67,148.964,170947
3v0PmSksPZEx6VfkJCuvAY,Pillows,21,6K2jXLgII5QvmeUaQMJhmd,r&b,hip pop,0.615,0.706,8,-7.246,1,0.0429,0.091,0.0149,0.0857,0.305,170,189176
6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,86,7xV2TzoaVc0ycW7fwBwAml,r&b,hip pop,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,174000
7wBYgcmeStDfjTWcN19ERz,Get Crazy,27,73miJxvDtDbwJPv1ma94wF,r&b,hip pop,0.458,0.758,2,-7.038,1,0.0565,0.0258,1.79E-05,0.102,0.112,103.042,170286
1iSqfoUFnQwV0QW1EfUit8,Suicidal,90,5xq6RMHNIBA73qld03dR6V,r&b,hip pop,0.736,0.369,9,-9.682,0,0.0688,0.334,0,0.126,0.235,140.005,222997
3VEpvUAoN9UBaN2NZ6JW29,Timber,14,56hgRT0x0Et8u6I3NYatFd,r&b,hip pop,0.776,0.696,9,-8.294,1,0.0814,0.273,0,0.0564,0.927,109.958,175786
0hVXuCcriWRGvwMV1r5Yn9,I Don't Care (with Justin Bieber),84,3oIFxDIo2fwuk4lwCmFZCx,r&b,hip pop,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947
1TYt5etb427hvOod3EKJA5,Can't Stop,42,3glZbvQfT7BX4Ih3X3y63W,r&b,new jack swing,0.727,0.811,0,-11.547,0,0.0385,0.245,1.22E-05,0.192,0.808,97.098,247907
2BzxBQSZ4KERJvuNpeJatT,Groove Me,0,1YdBErZFamsw1pCAAAED5q,r&b,new jack swing,0.812,0.623,1,-14.042,1,0.0861,0.0263,0,0.416,0.747,107.926,273760
5vXEj2R1LZFG4D5U70jXnz,Can We Talk,47,1xhsYljQkbDeXaBljIc5Ce,r&b,new jack swing,0.658,0.711,2,-7.424,0,0.0425,0.0759,1.77E-05,0.0446,0.614,172.365,284587
7tsRp7QKUBp6hc9bth0h7x,Don't Walk Away,61,2EwwOSHl7oOX1vyjQBx4Zc,r&b,new jack swing,0.831,0.915,10,-7.501,0,0.128,0.147,0.00571,0.196,0.881,102.979,216373
3HGE6Is63CrKHS9DZ26RIO,Rub You The Right Way,35,1I1wFLIuEXMYqQ4fm3NwOo,r&b,new jack swing,0.667,0.874,10,-6.937,1,0.0441,0.0163,0.00246,0.322,0.865,111.871,333800
4cRR2gUTOerkUOW5iZpm91,Feels Good,58,5yORmYtkTZdFgo6ppcsFZT,r&b,new jack swing,0.827,0.852,2,-12.052,1,0.0942,0.115,1.49E-05,0.299,0.635,117.17,298373
71VdU3mOdQCVwjZX4Pc6C9,Love Saw It (Duet with Karyn White),15,6NnVOCSuK8rqm8uVHHy8zZ,r&b,new jack swing,0.673,0.586,6,-11.161,0,0.0309,0.223,9.74E-04,0.153,0.731,93.005,374467
71EHOyEOhNx1SzTebRRyng,Weak,66,2BBrAtWY0c6dPio5b2JYFK,r&b,new jack swing,0.693,0.533,2,-10.954,0,0.0402,0.107,0,0.0695,0.568,127.661,291907
5FFD1qfYfW3b4zM2vYlMOx,Tell Me What You Want Me to Do,27,1xhsYljQkbDeXaBljIc5Ce,r&b,new jack swing,0.609,0.551,6,-7.93,1,0.0291,0.0233,0,0.234,0.512,127.956,256040
0Clwo8t8LxxExXDJ7AqeVg,Lyte as a Rock,6,1cSOhRG4iYrvNTQfXlfRqo,r&b,new jack swing,0.886,0.546,5,-13.659,0,0.333,0.463,0,0.238,0.528,113.986,260693
7fvpQhtkRJOApCjNmSLehs,Don't Stop Your Love,32,1UwtBNOPmXRtdxPJAiNryN,r&b,new jack swing,0.764,0.522,10,-13.489,0,0.138,0.0356,2.52E-06,0.0877,0.629,102.032,374107
6qspW4YKycviDFjHBOaqUY,Waterfalls,71,5eg56dCpFn32neJak2vk0f,r&b,new jack swing,0.77,0.505,1,-7.345,1,0.0828,0.311,7.4E-05,0.0777,0.757,171.798,279507
68vgtRHr7iZHpzGpon6Jlo,My Boo,77,1RM6MGv6bcl6NrAG8PGoZk,r&b,new jack swing,0.662,0.507,5,-8.238,1,0.118,0.257,0,0.0465,0.676,86.412,223440
19Cgt2V8PbgyJ4tmTASgic,Ready When You Are,40,48UnAKcbSXjhZ4qIBeH2Ve,r&b,neo soul,0.777,0.533,8,-8.237,1,0.158,0.644,0,0.0894,0.455,89.976,178502
7vQNFiycXSGpgGgTxmaWjS,So Lo,53,1pDf6t6lK8BQ9C7yhaPCah,r&b,neo soul,0.814,0.438,3,-7.025,0,0.048,0.434,1.66E-06,0.108,0.832,89.008,231640
5X9NIp0eN7bH0BK5RNvqES,Weight In Gold - Brasstracks Remix,3,3dcrehoceSswrv3gFQN3zS,r&b,neo soul,0.454,0.579,5,-4.5,0,0.342,0.0228,6.55E-05,0.27,0.403,119.435,201020
3WVJNKDreudOd8pBjU5nDI,The Touch,39,44F5YhHPd02X5YBWJsHt4A,r&b,neo soul,0.774,0.432,2,-5.806,0,0.084,0.315,0,0.334,0.727,94.951,153474
0FZTAm6OyJoAzAtLAsH0f9,Turnin' Me Up,12,70fkHUXk9O9pl3XsDr046i,r&b,neo soul,0.722,0.789,9,-4.364,1,0.0967,0.0372,0.142,0.0551,0.819,78.504,269173
0Dw7uVJBAKCm6dfCoabJV9,Cruel,60,5WBPlbri33vyF3cNmJIxH5,r&b,neo soul,0.704,0.379,9,-9.038,1,0.0816,0.699,0,0.112,0.465,78.91,224282
4yFFSucK3BVP1Wp7MQ6c7t,Just Can't Get Over You,26,4KX3bkP8l9X04DmkbDeazR,r&b,neo soul,0.738,0.295,10,-8.699,0,0.0588,0.135,0.0241,0.133,0.539,79.939,322333
5bvnqVuq7UFl0txSlHpsfS,Loyal (feat. Drake),84,1U1uqmoe8hdbqZWRqd23li,r&b,neo soul,0.866,0.53,0,-6.347,0,0.0495,0.517,0.00159,0.0946,0.203,104.952,197973
4otQJBpb8okSeykALR3eCH,Something Real (with London On Da Track & Chris Brown),76,3sKfMROqgj9nNxOuyPDndH,r&b,neo soul,0.685,0.667,8,-3.837,1,0.0365,0.0564,0,0.115,0.643,95.518,183138
5zhkOkaQCS21ulmwCrmqaa,mello.w,23,6z6Tkrq32IVAN7LmrZtkVC,r&b,neo soul,0.561,0.228,10,-15.124,0,0.0753,0.537,0.799,0.556,0.149,80.02,126000
7CBVCrFPV4VIbF2Mv5Ij99,Steve Biko (Stir It Up),0,0lTNCTfwCuFNOtckEp8hzY,r&b,neo soul,0.816,0.493,10,-10.951,0,0.296,0.0122,3.65E-04,0.317,0.371,95.203,191533
6jUyYHDikmw9WltPojSR37,Got 'Til It's Gone,63,6ZANEjETQ9L9pjBuvOAhCQ,r&b,neo soul,0.789,0.413,7,-7.518,1,0.244,0.0223,3.13E-04,0.3,0.518,89.911,241760
4EmrbKpQotKGCH0IWCnAOP,Add the Bassline,13,6e2X313opvmQbWCvHdlADs,r&b,neo soul,0.753,0.352,8,-9.566,0,0.173,0.182,1.02E-04,0.12,0.53,89.968,158145
366S9c0rQtvrkclcCSRNmB,"Disease - KATFYR ""Tokyo Bound"" Remix",43,4s3VdQXA9G1RA2a4RrCCKN,edm,electro house,0.677,0.926,0,-3.307,1,0.0456,0.00298,0.507,0.337,0.108,128.014,288867
4gxukDJiwApNEgVIh4pHgT,WOW,10,4I2qcrUxk37AoJOMjiOCvu,edm,electro house,0.601,0.99,6,-3.016,1,0.337,0.00116,0.52,0.124,0.192,127.958,148125
